article name	author	% '.'	% ','	% '?'	% ':'	% ';'	% ' '	% '!'	% '-'	% '_'	% '('	% '"'	% '/'	sentences-to-words ratio	avg. sentence length	%" "	%"\n"	%"the"	%"and"	%"'"	%"of"	%"to"	%"-"	%"a"	%"in"	%"i"	%"""	%"that"	%"he"	%"it"	%"wa"	%"hi"	%"you"	%"with"	%"for"	%"as"	%"is"	%"+"	%"but"	%"her"	%"be"	%"not"	%"had"	%"my"	%"s"	%"at"	%"on"	%"thi"	%"she"	%"all"	%"have"	%"him"	%"they"	%"me"	%"by"	%"so"	%"which"	%"we"	%"from"	%"one"	%"no"	%""	%"were"	%"or"	%"are"
Kittys Class D_19.txt	Alcott	0.01519213583556747	0.05093833780160858	0	0	0.002680965147453083	0	0	0	0	0	0	0	0.010247136829415311	197.23529411764707	970	106	30	25	8	28	9	14	12	11	1	8	4	0	9	5	0	0	10	4	3	1	0	1	0	2	2	1	0	3	1	1	2	0	4	0	0	4	0	3	0	5	0	1	4	2	0	4	3	0
The Idiot_19.txt	Dostoyevsky	0.012322274881516588	0.05308056872037915	0.0009478672985781991	0	0.004739336492890996	0	0	0	0	0	0	0	0.00904392764857881	217.14285714285714	928	92	34	22	6	18	20	6	12	7	4	0	12	9	4	9	5	0	5	5	4	1	0	4	1	6	1	2	1	3	6	2	5	0	1	1	0	1	0	1	2	1	1	2	2	1	0	4	1	0
Mudfog and Othe_11.txt	Dickens	0.011037527593818985	0.04194260485651214	0	0	0.005886681383370125	0	0	0	0	0.0007358351729212656	0	0	0.007660878447395302	267.6	1148	108	41	28	0	34	14	20	22	13	1	0	7	9	1	5	3	0	12	9	5	1	0	1	1	8	0	2	0	0	1	4	2	0	0	2	1	0	0	3	1	8	1	3	2	2	2	6	3	0
Salammbo_8.txt	Flaubert	0.023148148148148147	0.024074074074074074	0	0.001851851851851852	0.007407407407407408	0	0	0	0	0	0	0	0.015460729746444033	121.08	972	94	43	15	0	23	13	8	16	4	0	0	4	8	2	2	15	0	9	2	4	0	0	1	1	0	0	2	0	2	4	5	1	2	1	1	3	10	0	3	0	3	0	4	1	1	4	8	1	0
Adam Bede_10.txt	Eliot	0.016775396085740912	0.03168685927306617	0.0009319664492078285	0.001863932898415657	0.008387698042870456	0	0.011183597390493943	0	0	0	0	0	0.020077720207253884	82.87096774193549	920	68	15	25	22	12	11	8	4	6	2	10	5	18	1	2	7	24	5	10	1	8	0	0	5	5	6	1	2	0	2	5	3	2	2	4	11	11	3	0	0	0	0	4	1	0	0	0	0	2
Shakespeares C_3.txt	Shakespeare	0.025094102885821833	0.031994981179422836	0.0018820577164366374	0.00439146800501882	0.00439146800501882	0	0.011292346298619825	0	0	0	0	0	0.038316582914572864	47.19672131147541	1008	2	13	16	32	5	7	12	4	9	13	0	9	1	2	1	1	6	5	4	6	0	0	2	0	6	2	2	9	5	0	6	7	0	5	3	1	1	9	3	2	2	2	3	0	1	0	0	0	0
The King of Pir_13.txt	Defoe	0.0022624434389140274	0.0392156862745098	0	0.004524886877828055	0.00980392156862745	0	0	0	0	0.0015082956259426848	0	0	0.0015360983102918587	1101.6666666666667	1192	94	22	19	10	9	43	0	10	7	19	0	16	1	13	18	3	0	7	15	5	0	0	5	0	9	5	3	7	0	4	1	5	0	5	0	1	18	5	0	9	1	0	4	2	2	0	9	5	0
Barnaby Rudge_12.txt	Dickens	0.01687116564417178	0.05061349693251534	0.003067484662576687	0	0.0007668711656441718	0	0.003067484662576687	0	0	0	0	0	0.015806111696522657	107.7	1100	86	25	29	56	13	17	24	22	5	23	0	11	15	6	3	5	9	6	4	2	1	0	5	0	8	0	1	2	6	2	0	0	0	6	4	5	3	6	1	3	1	2	3	0	11	0	3	1	3
Bouvard and Péc_15.txt	Flaubert	0.03148148148148148	0.03148148148148148	0.004629629629629629	0.005555555555555556	0.005555555555555556	0	0.003703703703703704	0	0	0	0	0	0.02763157894736842	68.61904761904762	890	82	27	16	4	11	18	6	13	12	0	30	10	8	10	6	3	3	4	3	1	2	0	2	1	5	4	4	0	1	4	2	3	0	2	3	4	11	0	2	3	2	2	1	1	1	0	8	0	0
War of the Clas_8.txt	London	0.02097315436241611	0.02936241610738255	0.0016778523489932886	0.003355704697986577	0.0016778523489932886	0	0	0	0	0	0	0	0.015734265734265736	117.14814814814815	1052	92	55	16	0	13	16	0	11	17	0	0	8	0	11	3	0	0	1	6	2	20	0	1	0	13	5	0	0	0	7	2	7	0	3	0	0	1	0	4	1	2	1	3	3	3	0	1	4	4
Work A Story o_19.txt	Alcott	0.01675485008818342	0.043209876543209874	0.006172839506172839	0.0008818342151675485	0.0008818342151675485	0	0.0026455026455026454	0	0	0	0	0	0.018226002430133656	94.93333333333334	960	84	23	21	34	8	8	4	14	10	12	16	4	1	11	3	0	6	11	4	8	3	0	3	18	4	4	1	3	6	0	6	3	6	1	3	1	3	6	0	3	0	0	1	4	5	0	1	1	0
Louisa May Alco_3.txt	Alcott	0.018584070796460177	0.035398230088495575	0	0	0.002654867256637168	0	0	0	0	0	0	0	0.014411027568922305	130.2608695652174	978	52	23	19	16	22	13	14	12	12	7	2	4	0	3	7	0	0	2	4	3	3	0	3	13	3	2	2	6	8	4	4	4	11	3	3	0	1	0	5	2	8	3	4	3	0	0	3	2	1
A New Voyage Ro_3.txt	Defoe	0.004862236628849271	0.055915721231766614	0	0.0016207455429497568	0.008914100486223663	0	0	0	0	0	0	0	0.00333889816360601	539.5	1096	96	37	17	4	11	17	2	5	15	15	0	12	7	8	15	0	0	10	7	7	0	0	3	0	3	6	8	4	2	3	0	6	0	7	3	3	10	6	7	6	7	1	7	2	1	0	7	6	0
Short Stories_14.txt	Dostoyevsky	0.02130553037171351	0.03626473254759746	0	0.00045330915684496827	0.003173164097914778	0	0	0	0	0	0	0	0.015053763440860216	126.3265306122449	1962	176	29	48	2	35	20	26	39	28	0	4	14	63	4	30	26	0	10	10	5	2	0	5	0	6	5	25	0	1	8	7	2	0	2	1	15	1	1	0	2	5	1	8	1	3	0	0	0	0
When God Laughs_5.txt	London	0.03576751117734724	0.03129657228017884	0.0037257824143070045	0.0007451564828614009	0	0	0	0	0	0	0	0	0.028379772961816305	64.61818181818182	1118	92	60	22	22	14	14	22	6	12	6	38	15	14	6	12	9	5	6	4	3	0	0	3	0	0	4	8	1	7	5	4	1	0	4	1	12	3	2	2	2	4	1	2	7	1	0	3	3	1
Much Ado about_7.txt	Shakespeare	0.04423963133640553	0.055299539170506916	0.004608294930875576	0.004608294930875576	0.011059907834101382	0	0.005529953917050691	0	0	0	0	0	0.03866317169069463	43.152542372881356	866	132	16	13	12	10	9	4	9	5	23	0	3	5	7	0	5	16	5	6	2	5	0	4	3	3	4	0	9	4	0	3	2	2	1	9	5	0	8	0	3	0	0	1	3	1	0	1	1	2
History of the_6.txt	Defoe	0.010911925175370226	0.03507404520654715	0	0.003897116134060795	0.010132501948558068	0	0.000779423226812159	0	0	0	0	0	0.008025682182985553	213.4	1136	94	38	28	0	13	22	4	9	10	32	4	14	7	5	5	6	0	7	8	6	2	0	2	0	5	6	7	19	0	5	4	10	0	1	2	2	0	11	3	2	6	0	6	0	1	0	3	2	0
The Cruise of t_4.txt	London	0.03115264797507788	0.03115264797507788	0.00778816199376947	0	0.000778816199376947	0	0.004672897196261682	0	0	0	0	0	0.03095632946379215	56.839285714285715	1012	76	23	27	54	13	9	14	14	10	10	50	5	11	4	8	10	7	1	6	1	1	0	3	0	1	1	2	3	11	2	5	3	0	3	1	4	7	4	2	1	4	0	2	1	1	0	4	1	4
Notes from the_4.txt	Dostoyevsky	0.011803762449280709	0.044264109184802655	0.0036886757654002213	0.0018443378827001106	0.0036886757654002213	0	0.002950940612320177	0	0	0.0011066027296200663	0	0	0.013056835637480798	140.37254901960785	2326	212	42	49	22	35	38	38	16	23	9	0	44	13	39	0	15	14	6	15	6	48	0	15	0	23	17	0	4	9	2	3	12	0	13	3	5	3	4	7	7	1	2	2	12	3	0	3	2	4
Rosmersholm_2.txt	Ibsen	0.03642671292281006	0.028620988725065046	0.003469210754553339	0	0.0026019080659150044	0	0.006938421509106678	0	0	0.0017346053772766695	0	0	0.0320048309178744	54.54716981132076	976	98	28	9	6	24	12	18	15	5	13	2	14	2	13	5	4	14	3	7	8	9	0	3	0	6	4	0	4	2	2	4	3	0	3	6	0	0	4	2	0	2	6	1	1	4	0	0	1	3
The Song of the_5.txt	Cather	0.017857142857142856	0.02806122448979592	0	0	0.00510204081632653	0	0.0017006802721088435	0	0	0	0	0	0.017754868270332187	102.51612903225806	1040	92	34	29	2	12	10	24	17	13	0	6	9	4	7	11	3	0	5	6	6	1	0	4	3	6	4	10	0	1	3	1	0	7	2	5	1	1	0	2	3	6	0	2	2	3	0	3	1	1
Pericles Princ_15.txt	Shakespeare	0.04609929078014184	0.0398936170212766	0.005319148936170213	0.0062056737588652485	0.008865248226950355	0	0.014184397163120567	0	0	0	0	0	0.047073791348600506	37.95945945945946	828	158	16	9	46	9	11	6	17	6	6	0	4	0	9	2	1	5	4	5	3	4	0	0	9	4	2	1	7	6	0	1	8	6	2	2	0	1	2	1	3	1	1	1	0	0	0	1	0	0
The Consolidato_11.txt	Defoe	0.0032310177705977385	0.06381260096930533	0	0.0024232633279483036	0.008077544426494346	0	0	0	0	0	0	0	0.002211166390270868	859.25	1074	106	26	27	14	22	24	12	8	11	5	0	14	5	3	3	5	0	7	3	15	4	0	7	0	5	3	1	0	0	0	0	6	0	4	7	4	14	2	3	6	2	2	3	3	2	0	3	3	3
The Mill on the_17.txt	Eliot	0.013297872340425532	0.047872340425531915	0	0	0.005319148936170213	0	0.0008865248226950354	0	0	0.0008865248226950354	0	0	0.00960960960960961	184.0	960	88	19	31	26	12	16	24	13	12	2	10	6	7	3	12	7	1	6	4	4	0	0	3	15	2	1	2	0	6	4	3	3	10	2	2	2	4	2	1	4	1	5	1	2	2	0	6	0	0
The Essays of_1.txt	Eliot	0.0161892901618929	0.0224159402241594	0.0049813200498132005	0.00311332503113325	0.0012453300124533001	0	0	0	0	0	0	0	0.015503875968992248	118.77777777777777	1360	122	46	18	8	38	13	20	24	10	0	38	8	4	16	7	6	4	9	5	12	13	0	3	4	11	6	4	0	4	1	3	3	1	1	2	2	3	0	7	0	10	3	2	0	2	0	2	4	5
The Greater Inc_4.txt	Wharton	0.024305555555555556	0.019965277777777776	0	0.005208333333333333	0.005208333333333333	0	0	0	0	0	0	0	0.015570934256055362	122.22222222222223	1036	102	37	12	2	19	15	16	11	8	0	0	3	7	7	12	8	0	3	0	6	1	0	5	18	5	2	16	0	1	6	1	5	20	0	1	4	4	0	2	2	2	0	2	3	2	0	3	4	0
Charmides_16.txt	Plato	0.017757009345794394	0.05420560747663551	0.011214953271028037	0.001869158878504673	0.010280373831775701	0	0.0009345794392523365	0	0	0	0	0	0.020956123117223315	84.65625	900	104	19	21	6	4	11	8	8	6	12	0	17	9	0	1	0	9	1	4	8	22	0	6	0	10	13	0	2	1	1	0	5	0	4	3	0	2	3	1	0	6	1	2	4	1	0	0	8	7
The Republic_1.txt	Plato	0.017967781908302356	0.03407682775712516	0	0.0006195786864931846	0.0037174721189591076	0	0	0	0	0.0018587360594795538	0	0	0.012393162393162393	151.79310344827587	1418	130	85	19	2	53	17	0	14	33	2	6	8	9	0	0	7	1	1	3	9	25	0	4	0	4	4	2	0	0	1	3	2	0	0	4	3	1	0	7	1	8	2	2	3	1	0	1	14	5
War of the Clas_11.txt	London	0.0273224043715847	0.030965391621129327	0.0009107468123861566	0.0009107468123861566	0.00273224043715847	0	0	0	0	0	0	0	0.020221787345075015	94.12903225806451	908	86	52	16	0	19	12	22	15	5	0	6	5	3	3	0	0	0	2	3	5	15	0	1	0	6	4	1	0	0	1	3	2	0	3	3	0	5	0	3	3	0	0	1	3	2	0	3	6	9
Cratylus_5.txt	Plato	0.014678471575023298	0.042404473438956196	0.004659832246039142	0.0027958993476234857	0.008387698042870456	0	0.00046598322460391424	0	0	0.00046598322460391424	0	0	0.013780804150453956	132.25882352941176	3726	322	121	82	32	94	48	24	58	29	16	4	48	18	0	6	6	19	7	7	27	55	0	24	0	28	20	2	3	2	4	2	17	0	12	11	6	9	5	10	3	20	20	3	6	5	0	4	32	29
On Picket Duty_1.txt	Alcott	0.016579406631762654	0.04275741710296684	0.0017452006980802793	0	0.013961605584642234	0	0.0034904013961605585	0	0	0	0	0	0.015160703456640388	107.4	976	72	10	28	32	6	18	2	11	7	28	18	5	1	6	10	3	5	6	5	7	1	0	5	27	3	1	1	4	0	1	3	0	18	3	2	0	1	10	1	3	0	1	2	0	0	0	1	3	0
White Nights an_17.txt	Dostoyevsky	0.01652173913043478	0.04695652173913043	0.008695652173913044	0.0026086956521739132	0.004347826086956522	0	0.018260869565217393	0	0	0	0	0	0.03087586641461878	54.87755102040816	916	70	5	4	26	3	15	12	8	2	24	34	14	8	12	5	0	15	2	4	2	5	0	2	9	2	16	2	7	2	6	3	1	11	1	6	13	1	12	0	2	0	0	2	4	4	0	0	1	2
What Is Man an_3.txt	Twain	0.03866432337434095	0.028119507908611598	0.0035149384885764497	0.0008787346221441124	0.007029876977152899	0	0	0	0	0	0	0	0.02872531418312388	62.9375	972	98	27	16	16	15	9	28	10	4	2	0	15	7	18	0	7	4	1	10	0	17	0	9	1	0	8	0	1	6	0	1	3	3	1	1	0	8	0	3	1	3	0	3	7	3	0	0	4	6
Through the Loo_6.txt	Carroll	0.015319148936170212	0.033191489361702124	0.001702127659574468	0.001702127659574468	0.001702127659574468	0	0.003404255319148936	0	0	0.001702127659574468	0	0	0.015414258188824663	115.375	892	68	29	13	64	7	14	8	18	10	7	4	6	0	13	8	1	10	3	1	3	0	0	5	10	4	1	2	1	4	5	6	5	15	4	4	0	1	1	3	3	1	1	3	1	0	0	0	1	2
Speeches Liter_7.txt	Dickens	0.008570139828597204	0.036535859269282815	0.0004510599909788002	0.0036084799278304014	0.0018042399639152007	0	0	0	0	0	0	0	0.008318478906714201	219.67857142857142	1962	170	87	26	0	45	28	22	21	22	1	0	13	10	8	14	16	2	9	4	23	3	0	2	4	9	3	7	0	21	7	12	1	5	5	7	5	4	0	2	6	5	0	7	0	6	50	10	6	1
The Lady from t_8.txt	Ibsen	0.05090595340811044	0.03364969801553063	0.007765314926660914	0	0.001725625539257981	0	0.007765314926660914	0	0	0.009490940465918895	0	0	0.04683698296836983	37.98701298701299	914	106	32	16	32	5	10	20	18	16	13	2	4	9	8	2	1	8	6	4	5	7	0	3	0	2	3	0	1	8	4	3	1	1	0	2	4	3	3	1	2	0	1	3	1	1	0	1	1	2
History of King_16.txt	Shakespeare	0.03536693191865606	0.042440318302387266	0.007073386383731211	0	0.007957559681697613	0	0.00618921308576481	0	0	0	0	0	0.03309265944645006	52.836363636363636	910	158	15	5	32	8	6	2	7	6	19	0	14	4	4	4	4	7	0	12	6	10	0	5	0	3	4	2	15	5	2	1	3	0	6	3	1	1	7	3	6	0	0	5	1	2	0	2	4	5
Emma_19.txt	Austen	0.02099737532808399	0.04199475065616798	0.003499562554680665	0.0008748906386701663	0.00699912510936133	0	0.0008748906386701663	0	0	0	0	0	0.020871700429711478	85.17647058823529	968	82	13	21	10	12	18	6	18	3	5	20	2	10	13	13	2	2	3	7	12	6	0	6	6	6	8	8	1	3	4	2	3	18	1	3	2	0	0	0	8	2	0	3	1	1	0	1	1	0
Shakespeares C_9.txt	Shakespeare	0.03659268146370726	0.029394121175764846	0.004199160167966407	0.005398920215956809	0.00599880023995201	0	0.002999400119976005	0	0	0	0	0	0.04350490196078431	41.71830985915493	1014	34	9	11	24	9	9	12	11	5	12	0	2	4	14	1	1	17	2	2	5	6	0	1	1	5	7	1	7	4	2	1	9	1	2	0	0	3	4	3	9	2	3	1	0	2	0	0	1	3
Michael Brothe_16.txt	London	0.03486394557823129	0.055272108843537414	0.0017006802721088435	0	0.0017006802721088435	0	0.003401360544217687	0	0	0	0	0	0.028658536585365855	63.48936170212766	916	82	31	16	44	14	13	22	22	7	3	30	2	21	4	1	8	0	8	1	2	0	0	5	0	0	1	3	1	19	4	4	1	0	5	1	7	0	1	1	0	1	0	2	4	2	0	0	0	0
Jerry of the Is_18.txt	London	0.02549342105263158	0.028782894736842105	0.001644736842105263	0.0008223684210526315	0.0008223684210526315	0	0	0	0	0	0	0	0.01864406779661017	95.54545454545455	1068	96	41	31	4	11	11	12	14	13	0	0	11	23	8	13	11	0	3	2	9	1	0	3	2	2	5	7	0	2	10	2	0	0	3	2	5	4	0	0	2	0	0	1	3	1	0	5	1	0
A Garland for G_4.txt	Alcott	0.020712510356255178	0.04059652029826015	0	0	0.0008285004142502071	0	0.0016570008285004142	0	0	0	0	0	0.01580135440180587	104.89285714285714	1044	80	24	31	36	5	20	8	17	12	22	14	4	5	7	11	0	5	8	6	8	1	0	5	9	3	2	3	8	7	1	2	1	4	9	1	1	0	3	2	3	0	3	2	2	2	0	3	1	1
The Works of Wi_0.txt	Shakespeare	0.09659090909090909	0.019886363636363636	0	0.0007102272727272727	0.0014204545454545455	0	0.0007102272727272727	0	0	0.01278409090909091	0	0	0.09572301425661914	20.20567375886525	840	2	1	3	24	0	1	12	5	1	1	0	0	6	1	0	1	0	0	0	2	2	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0
Romeo and Julie_18.txt	Shakespeare	0.02712160979877515	0.04199475065616798	0.010498687664041995	0.009623797025371828	0.013123359580052493	0	0.009623797025371828	0	0	0	0	0	0.030525030525030524	55.86	894	148	16	14	20	4	13	22	18	9	12	0	5	4	5	0	3	10	3	3	6	10	0	6	2	5	7	0	8	4	3	1	4	2	2	6	1	4	3	1	5	2	0	0	1	3	0	0	0	2
The Personal Hi_13.txt	Dickens	0.02054154995331466	0.04855275443510738	0.0028011204481792717	0	0.004668534080298786	0	0.0028011204481792717	0	0	0	0	0	0.0182648401826484	91.57142857142857	912	72	14	15	12	6	17	12	13	10	22	14	10	11	15	9	2	11	5	5	2	5	0	4	2	3	3	1	10	1	3	3	2	3	3	2	3	0	8	1	1	1	4	1	2	1	0	1	2	0
Daniel Deronda_9.txt	Eliot	0.02109300095877277	0.029721955896452542	0.0009587727708533077	0.0019175455417066154	0.0019175455417066154	0	0	0	0	0	0	0	0.015121630506245891	117.78260869565217	916	78	8	18	4	14	13	2	16	2	7	14	14	8	6	13	6	7	3	0	5	4	0	5	18	11	3	5	1	2	6	1	1	10	1	5	0	1	1	2	4	1	1	2	0	1	0	2	1	3
Phaedrus_15.txt	Plato	0.0210387902695595	0.024983563445101907	0.0006574621959237344	0	0.0026298487836949377	0	0	0	0	0	0	0	0.01456953642384106	126.12121212121212	1384	122	56	26	0	55	17	4	20	10	0	0	8	3	11	1	2	0	1	4	5	11	0	3	0	6	3	4	0	0	7	3	1	0	2	9	4	6	0	6	1	8	1	3	2	4	0	1	15	5
The Iron Heel_5.txt	London	0.03354632587859425	0.022364217252396165	0.001597444089456869	0.0007987220447284345	0.0023961661341853034	0	0.0007987220447284345	0	0	0.001597444089456869	0	0	0.027257240204429302	67.9375	1054	86	25	17	10	17	12	8	9	8	16	12	9	9	7	11	6	17	8	4	4	5	0	4	0	4	8	9	4	3	2	2	3	0	0	3	4	4	2	1	3	1	0	0	1	1	0	4	1	7
Memoirs of Majo_17.txt	Defoe	0.013651877133105802	0.03754266211604096	0	0	0.004266211604095563	0	0	0	0.0004266211604095563	0.0004266211604095563	0	0	0.009345794392523364	192.93939393939394	2060	182	34	30	96	30	28	12	38	21	34	0	20	1	8	19	7	0	12	10	5	8	0	8	18	11	6	17	21	7	2	1	4	8	4	9	5	5	7	10	3	9	1	3	0	6	0	3	4	2
The Mysterious_5.txt	Alcott	0.020276497695852536	0.04608294930875576	0	0	0.0009216589861751152	0	0	0	0	0	0	0	0.014392991239048811	121.26086956521739	938	88	20	20	22	10	11	6	17	4	8	12	5	15	3	3	13	4	7	8	7	0	0	5	13	1	1	2	1	5	3	1	0	6	3	2	7	6	2	2	1	1	0	1	2	0	0	1	0	1
Persuasion_8.txt	Austen	0.011075949367088608	0.048259493670886076	0	0.0015822784810126582	0.006329113924050633	0	0.0015822784810126582	0	0	0	0	0	0.008658008658008658	223.4375	1106	106	27	24	12	23	16	8	9	11	0	0	8	4	8	6	8	0	2	4	2	0	0	4	12	5	5	18	0	6	6	4	2	23	7	6	2	2	0	4	0	4	0	4	1	4	0	3	1	0
Phaedo_13.txt	Plato	0.01601164483260553	0.029839883551673944	0	0.001455604075691412	0.002911208151382824	0	0.000727802037845706	0	0	0.002183406113537118	0	0	0.011341222879684419	165.65217391304347	1218	114	76	22	12	38	18	6	7	18	1	0	4	11	4	0	16	0	3	1	10	28	0	2	0	7	3	0	0	0	4	4	2	0	1	3	1	2	2	10	0	3	1	1	0	4	0	0	0	4
The Vikings of_13.txt	Ibsen	0.0472	0.02	0.0024	0	0.0104	0	0.0288	0	0	0.016	0	0	0.06298200514138817	28.102040816326532	934	40	15	11	6	2	7	16	7	4	14	2	5	10	6	2	9	0	3	5	5	10	0	5	0	3	3	3	8	3	4	2	7	0	4	3	2	0	6	2	0	1	1	3	1	1	0	0	0	0
Short Stories_4.txt	Dostoyevsky	0.0328125	0.03984375	0.00546875	0.00078125	0.00546875	0	0.0015625	0	0	0	0	0	0.028021978021978023	57.470588235294116	1034	68	19	16	80	5	13	22	11	7	34	10	5	17	21	17	11	15	3	7	3	4	0	3	0	1	5	3	7	5	4	4	1	0	3	3	14	0	5	3	1	0	2	1	1	6	0	2	1	3
South Sea Tales_11.txt	London	0.025167785234899327	0.030201342281879196	0	0.0008389261744966443	0.0016778523489932886	0	0	0	0	0	0	0	0.01748448956570784	103.74193548387096	1066	100	38	20	12	20	16	2	12	13	1	2	11	20	1	16	10	1	5	3	5	0	0	4	0	3	5	12	0	6	4	2	2	0	3	2	8	1	0	4	0	0	0	4	3	1	0	1	0	2
Selected Prose_9.txt	Wilde	0.028994447871684145	0.024676125848241828	0	0	0	0	0	0	0	0	0	0	0.021177467174925878	85.86	1418	128	50	15	8	44	16	20	14	9	1	0	17	6	27	5	9	0	4	5	9	24	0	2	2	7	4	2	0	4	3	2	1	2	6	4	4	3	0	6	1	2	2	8	7	1	0	1	2	5
When We Dead Aw_11.txt	Ibsen	0.05595026642984014	0.03108348134991119	0.010657193605683837	0.0008880994671403197	0	0	0.007104795737122558	0	0	0	0	0	0.05330764290301863	33.963855421686745	842	130	20	12	8	7	11	28	2	2	15	0	7	5	4	1	0	28	11	4	6	3	0	3	4	2	5	1	2	2	3	3	1	1	2	5	3	2	9	0	2	0	4	1	0	4	0	4	0	3
PearlFishing_16.txt	Dickens	0.015019762845849802	0.043478260869565216	0.003952569169960474	0	0.011857707509881422	0	0.0031620553359683794	0	0	0	0	0	0.014168937329700272	120.84615384615384	1088	86	29	28	0	15	9	6	20	5	14	0	5	12	6	10	8	10	7	3	4	1	0	5	6	5	4	5	8	3	6	8	2	2	0	3	1	11	4	1	2	2	0	5	1	2	12	3	0	5
Love and Freind_5.txt	Austen	0.017676767676767676	0.016414141414141416	0.0006313131313131314	0	0.0031565656565656565	0	0.001893939393939394	0	0	0.004419191919191919	0	0	0.013781223083548665	131.96875	1354	120	23	23	12	23	20	34	20	8	19	14	12	2	5	20	2	3	0	6	9	0	0	9	4	5	10	9	7	5	3	8	3	10	0	3	6	6	9	4	1	5	21	6	3	2	0	11	1	0
Sentimental Edu_7.txt	Flaubert	0.019436345966958212	0.034013605442176874	0.0009718172983479105	0	0.006802721088435374	0	0	0	0	0	0	0	0.013565891472868217	136.8095238095238	914	90	40	15	10	27	9	16	17	9	1	2	4	12	2	11	13	0	10	4	5	0	0	1	0	3	0	5	1	3	5	3	1	1	1	1	3	2	3	3	0	2	0	1	3	1	0	0	0	0
The Awakening_16.txt	Chopin	0.03663003663003663	0.021062271062271064	0.009157509157509158	0	0.0027472527472527475	0	0	0	0	0	0	0	0.03373647358370465	51.490566037735846	924	68	27	10	10	17	10	14	7	8	8	32	1	14	12	10	5	12	8	3	2	1	0	4	15	3	8	2	1	1	2	2	0	19	0	3	1	1	1	1	1	5	0	1	2	4	0	3	2	2
Apology Crito_8.txt	Plato	0.011103400416377515	0.06384455239417071	0.0013879250520471894	0.0006939625260235947	0.006245662734212352	0	0.002775850104094379	0	0	0	0	0	0.010689990281827016	166.72727272727272	1258	106	12	22	2	20	24	6	6	7	22	0	12	6	5	2	2	4	2	6	5	4	0	9	0	5	9	4	5	1	1	0	9	0	3	17	4	7	15	6	6	2	0	3	9	1	0	4	7	6
The Posthumous_18.txt	Dickens	0.014609203798392988	0.052593133674214754	0.0014609203798392988	0	0.007304601899196494	0	0.003652300949598247	0	0	0.0007304601899196494	0	0	0.015736040609137057	106.35483870967742	1072	92	26	18	122	6	10	18	17	11	9	8	12	22	13	14	5	9	1	6	9	3	0	1	1	4	0	3	3	3	3	6	2	6	5	0	2	2	2	0	3	2	0	1	3	2	0	0	2	1
The Republic_4.txt	Plato	0.012879484820607176	0.04139834406623735	0.0009199632014719411	0.0036798528058877645	0.010119595216191352	0	0	0	0	0	0	0	0.009652509652509652	174.93333333333334	948	78	20	18	4	19	12	6	10	5	14	0	8	8	0	4	2	11	2	5	8	13	0	9	0	5	10	2	6	1	2	1	1	0	0	6	3	7	2	2	1	4	2	2	1	1	0	2	1	13
Alexanders Bri_0.txt	Cather	0.024786324786324785	0.03504273504273504	0.0008547008547008547	0.0008547008547008547	0.002564102564102564	0	0.0008547008547008547	0	0	0	0	0	0.018096906012842966	102.3225806451613	980	92	20	16	40	20	11	8	18	12	5	22	5	14	8	9	10	3	9	3	2	0	0	3	4	4	1	5	1	16	3	5	0	5	1	4	2	7	1	2	1	1	2	0	5	1	0	0	2	0
John Gabriel Bo_2.txt	Ibsen	0.06302521008403361	0.01680672268907563	0.010924369747899159	0	0.0025210084033613447	0	0.0025210084033613447	0	0	0	0	0	0.06925566343042071	25.514018691588785	866	106	8	10	0	11	12	28	5	9	18	0	9	9	7	0	6	8	7	6	3	7	0	3	2	4	5	0	2	0	3	0	2	0	4	5	7	1	9	1	7	0	1	2	0	2	0	0	0	2
The Duchess of_19.txt	Wilde	0.017843289371605897	0.035686578743211794	0.004654771140418929	0.0062063615205585725	0.005430566330488751	0	0.0062063615205585725	0	0	0	0	0	0.023529411764705882	75.36111111111111	976	24	10	13	0	4	7	4	6	5	16	0	3	0	18	5	2	24	2	9	1	4	0	3	3	1	13	2	3	2	2	1	5	0	4	10	1	0	7	0	3	0	9	2	0	4	4	0	2	0
Eight Cousins_16.txt	Alcott	0.0160075329566855	0.04990583804143126	0	0	0.0018832391713747645	0	0.0009416195856873823	0	0	0	0	0	0.013539651837524178	126.0	918	76	19	20	18	13	14	10	14	7	12	12	6	15	4	3	4	3	5	10	8	2	0	1	3	5	0	4	4	2	2	3	2	4	2	5	2	2	1	1	3	2	0	0	2	2	0	0	1	1
An OldFashione_13.txt	Alcott	0.012059369202226345	0.03896103896103896	0	0	0.012059369202226345	0	0	0	0	0	0	0	0.008238276299112801	207.6153846153846	946	78	15	24	12	9	17	4	13	5	0	12	7	10	8	18	3	0	1	9	9	1	0	9	14	5	3	2	0	1	1	2	2	16	2	0	7	0	0	3	5	2	0	0	2	2	0	2	2	0
The House of Mi_16.txt	Wharton	0.022325581395348838	0.013953488372093023	0.0018604651162790699	0.0018604651162790699	0.0037209302325581397	0	0.0009302325581395349	0	0	0	0	0	0.018832391713747645	96.33333333333333	944	82	22	19	18	22	13	12	14	9	0	6	5	1	8	9	3	6	4	12	6	0	0	0	18	2	3	13	0	3	1	2	1	15	1	2	0	3	0	0	0	4	1	3	2	0	0	3	2	0
